,ADM,CREDITO,ENTRADA,PRAZO,PARCELAS,STATUS,VENCIMENTO,TRANSFERENCIA,COD
Auto,BRADESCO,64.550,46.900,22,1.004,Disponivel,Consultar,800,C23
Auto,RACON,64.750,37.550,15,2.165,Disponível,Consultar,650,C23
Auto,RACON,64.750,37.550,15,2.165,Disponivel,Consultar,650,C23
Auto,HS,65.050,30.800,47,1.425,Disponivel,Consultar,894,C23
Auto,PORTO,65.500,31.200,28,1.803,Disponivel,15/09/2025,Consultar,C07
Auto,PORTO,66.845,30.878,60,1.170,Disponível,Consultar,Consultar,C156
Auto,ITAU,68.000,20.000,41,1.844,Disponivel,15/09/2025,1.300,C62
Auto,HS,68.400,28.500,78,996,Disponivel,Consultar,945,C23
Auto,HS,70.050,32.500,107,772,Disponivel,Consultar,1.000,C23
Auto,HS,70.050,32.650,117,731,Disponivel,Consultar,1.000,C23
Auto,ITAU,70.200,24.000,28,2.663,Disponivel,05/10/2025,650,C131
Auto,HS,70.350,31.600,108,783,Disponivel,Consultar,1.000,C23
Auto,MYCON,72.000,26.500,76,1.070,Disponivel,Consultar,Consultar,C38
Auto,MYCON,72.000,26.900,76,1.060,Disponivel,Consultar,Consultar,C38
Auto,HS,72.700,30.500,93,957,Disponivel,Consultar,1.087,C23
Auto,HS,72.750,30.700,86,993,Disponivel,Consultar,1.051,C23
Auto,BRADESCO,73.500,38.000,38,1.449,Disponivel,10/09/2025,800,C117
Auto,PORTO,73.600,30.000,44,2 x 568 + 42 x 1.588,Disponivel,15/09/2025,Consultar,C07
Auto,HS,73.600,33.250,97,839,Disponivel,Consultar,1.046,C23
Auto,HS,74.850,31.200,81,1.119,Disponivel,Consultar,1.049,C23
Auto,VOLKS,75.250,26.100,81,1.272,Disponivel,Consultar,2.000,C23
Auto,EMBRACON,75.950,29.750,58,1.428,Disponivel,Consultar,2.000,C23
Auto,PORTO,76.900,32.000,64,1.359,Reservada,Consultar,Consultar,C21
Auto,HS,77.100,34.450,82,1.021,Disponivel,Consultar,1.133,C23
Auto,EMBRACON,78.650,32.450,77,1.173,Disponivel,Consultar,2.000,C23
Auto,BRADESCO,79.000,43.000,27,1.438,Disponivel,10/09/2025,800,C117
Auto,HS,79.300,33.500,81,994,Disponivel,Consultar,1.133,C23
Auto,PORTO,81.300,36.000,46,1.862,Reservada,Consultar,Consultar,C21
Auto,VOLKS,81.910,27.000,76,1.308,Disponivel,Consultar,Consultar,C30
Auto,BRADESCO,83.050,68.000,53,363,Disponivel,Consultar,800,C23
Auto,BRADESCO,83.750,62.500,52,531,Disponivel,Consultar,800,C23
Auto,BRADESCO,84.500,40.500,32,2.050,Disponivel,10/09/2025,Consultar,C131
Auto,HS,85.250,39.750,107,932,Disponivel,Consultar,1.200,C23
Auto,ANCORA,85.600,28.000,62,1.480,Disponivel,Consultar,Consultar,C84
Auto,BRADESCO,90.000,64.000,34,1.250,Disponivel,10/09/2025,800,C117
Auto,PORTO,92.500,40.500,62,1 x 949 + 61 x 1.482,Disponivel,15/09/2025,Consultar,C07
Auto,MYCON,93.000,35.000,67,1.570,Disponivel,Consultar,Consultar,C84
Auto,ITAU,95.200,23.500,21,4.819,Disponivel,05/10/2025,650,C131
Auto,RODOBENS,100.000,48.000,53,19 x 1.849 + 34 x 1.567,Disponivel,16/09/2025,1.400,C30
Auto,ITAU,101.500,32.000,42,2.789,Reservada,15/09/2025,650,C62
Auto,BRADESCO,105.500,71.000,87,615,Disponivel,10/09/2025,Consultar,C117
Auto,RODOBENS,108.200,42.000,44,2.475,Disponivel,16/09/2025,1.300,C30
Auto,MYCON,109.220,40.000,56,1.889,Disponivel,Consultar,Consultar,C38
Auto,PORTO,109.542,46.000,60,57 x 1.900 + 04 x 1.170,Disponivel,15/0/2025,1.050,C156
Auto,BRADESCO,110.000,54.000,30,3.009,Disponivel,10/09/2025,Consultar,C131
Auto,EMBRACON,110.550,39.950,31,3.430,Disponivel,Consultar,1.800,C23
Auto,RODOBENS,111.000,50.000,60,50 x 2.019 + 10 x 1.882,Disponivel,10/09/2025,1.350,C28
Auto,BRADESCO,112.300,70.000,64,1.878,Disponivel,10/09/2025,800,C117
Auto,VOLKS,113.000,38.000,81,1.909,Disponivel,15/09/2025,1.500,C30
Auto,EMBRACON,113.116,44.600,79,1.782,Disponivel,20/09/2025,1.500,C155
Auto,EMBRACON,115.100,41.800,82,1.810,Disponivel,Consultar,3.000,C23
Auto,CNP,116.500,43.000,75,1.850,Disponivel,15/09/2025,Consultar,C07
Auto,RODOBENS,117.000,48.500,43,2.990,Disponivel,16/09/2025,1.400,C30
Auto,RODOBENS,117.000,59.000,70,1.823,Disponivel,10/09/2025,1.500,C30
Auto,ITAU,117.500,35.000,45,3.044,Disponivel,15/09/2025,650,C62
Auto,ITAU,118.200,58.000,48,2.445,Disponivel,15/09/2025,650,C03
Auto,HS,120.100,49.600,95,1.513,Disponivel,Consultar,1.750,C23
Auto,SERVOPA,123.500,43.050,68,2.232,Disponivel,Consultar,1.946,C23
Auto,PORTO,123.500,52.000,57,2.355,Disponivel,Consultar,Consultar,C21
Auto,BRADESCO,124.000,74.000,36,2.064,Disponivel,10/09/2025,800,C117
Auto,DISAL,124.500,38.000,60,2.657,Disponivel,Consultar,Consultar,C102
Auto,PORTO,124.500,81.000,34,1.876,Disponivel,15/09/2025,Consultar,C117
Auto,PORTO,125.000,51.000,76,2 x 1.106 + 74 x 1.903,Disponivel,15/09/2025,Consultar,C07
Auto,PORTO VP,126.000,64.000,109,1.062,Disponivel,15/09/2025,Consultar,C07
Auto,PORTO VP,126.000,65.000,110,1.117,Disponivel,15/09/2025,Consultar,C07
Auto,BRADESCO,126.500,80.000,27,2.725,Disponivel,10/09/2025,Consultar,C07
Auto,PORTO VP,127.000,64.000,119,1.033,Disponivel,15/09/2025,Consultar,C07
Auto,HS,127.200,55.000,36,2.941,Disponivel,Consultar,1.382,C23
Auto,PORTO,130.000,52.000,78,2 x 1.521 + 76 x 1.921,Disponivel,15/09/2025,Consultar,C07
Auto,ITAU,132.000,55.000,51,01 x 4.054 + 50 x 2.321,Disponivel,15/09/2025,650,C62
Auto,ITAU,132.500,48.000,46,2.938,Disponivel,15/09/2025,650,C62
Auto,ITAU,133.000,65.000,48,2.730,Disponivel,15/09/2025,650,C03
Auto,ITAU,133.162,45.000,38,3.486,Disponivel,Consultar,650,C92
Auto,PORTO VP,137.500,79.000,62,1.666,Disponivel,15/09/2025,Consultar,C07
Auto,PORTO VP,138.000,80.000,62,1.732,Disponivel,15/09/2025,Consultar,C07
Auto,SANTANDER,138.400,81.000,53,1.795,Disponivel,15/09/2025,2.000,C117
Auto,BRADESCO,142.000,90.000,83,960,Disponivel,10/09/2025,Consultar,C117
Auto,PORTO VP,143.450,69.000,81,1.911,Disponivel,15/09/2025,2.047,C127
Auto,ITAU,148.037,38.990,30,5.260,Disponivel,Consultar,650,C92
Auto,VOLKS,151.000,49.000,84,2.427,Disponivel,Consultar,1.500,C30
Auto,ITAU,151.500,43.000,45,41 x 3.972 + 04 x 3.044,Disponivel,15/09/2025,1.300,C62
Auto,SERVOPA,152.000,66.800,99,1.741,Disponivel,16/8/2025,1.800,C30
Auto,BRADESCO,152.300,78.500,38,2.886,Disponivel,10/09/2025,Consultar,C117
Auto,SERVOPA,155.000,104.500,90,1.052,Disponivel,08/10/2025,2.050,C30
Auto,ITAU,157.430,55.000,50,3.615,Disponivel,15/09/2025,650,C70
Auto,BRADESCO,163.550,125.300,78,819,Disponivel,Consultar,800,C23
Auto,ITAU,165.080,49.000,32,5.944,Reservada,Consultar,650,C92
Auto,BRADESCO,175.300,134.850,71,1.062,Disponivel,Consultar,800,C23
Auto,PORTO VP,182.000,84.000,117,1.746,Disponivel,15/09/2025,Consultar,C09
Auto,BRADESCO,182.000,107.000,48,2.275,Disponivel,10/09/2025,Consultar,C117
Auto,ITAU,185.500,52.000,45,41 x 4.889 + 04  3.044,Disponivel,15/09/2025,1.300,C62
Auto,RODOBENS,185.800,82.000,65,29 x 3.390 + 36 x 2.847,Disponivel,10/09/2025,1.800,C28
Auto,PORTO VP,187.000,84.500,45,3.987,Disponivel,15/09/2025,Consultar,C72
Auto,PORTO,188.000,81.000,66,2 x 1.995 + 64 x 2.682,Disponivel,15/09/2025,Consultar,C07
Auto,SERVOPA,191.350,75.800,104,1.963,Disponivel,Consultar,1.896,C23
Auto,MYCON,200.000,85.500,92,2.521,Disponivel,10/09/2025,2.500,C15
Auto,BRADESCO,201.500,125.000,47,2.536,Disponivel,10/09/2025,Consultar,C117
Auto,ITAU,203.040,73.000,50,4.461,Disponivel,15/09/2025,650,C70
Auto,PORTO VP,204.000,88.350,104,2.153,Disponivel,Consultar,2.106,C23
Auto,PORTO,204.508,87.000,77,2.820,Disponivel,15/09/2025,2.000,C15
Auto,PORTO,218.500,93.000,66,3.075,Disponivel,Consultar,Consultar,C21
Auto,RODOBENS,220.000,77.000,64,58 x 3.757 + 07 x 1.719,Disponivel,Consultar,Consultar,C102
Auto,PORTO VP,227.200,102.000,45,4.205,Disponivel,15/09/2025,Consultar,C127
Auto,RODOBENS,234.800,106.000,43,4.941,Disponivel,10/09/2025,2.320,C28
Auto,PORTO VP,240.000,127.000,118,1.972,Disponivel,15/09/2025,Consultar,C07
Auto,ITAU,251.000,120.000,48,5.175,Disponivel,15/09/2025,1.300,C03
Auto,ITAU,254.663,72.000,39,6.948,Disponivel,Consultar,650,C92
Auto,DISAL,263.100,116.000,86,2.932,Disponivel,20/09/2025,Consultar,C07
Auto,ITAU,285.930,82.000,41,7.953,Disponivel,15/09/2025,650,C131
Auto,VOLKS,320.000,138.000,94,3.147,Disponivel,15/09/2025,Consultar,C07
Auto,PORTOBENS,326.600,132.750,88,3.881,Disponivel,10/09/2025,3.257,C02
Auto,PORTO VP,343.000,151.000,78,3.845,Disponivel,15/09/2025,Consultar,C09
Auto,ITAU,361.000,125.000,50,8.276,Disponivel,15/09/2025,1.300,C70
Auto,PORTO VP,383.300,178.000,109,3.525,Disponível,Consultar,Consultar,C156
Auto,BRADESCO,386.400,318.000,22,3.134,Disponivel,Consultar,4.800,C23
Auto,MYCON,400.000,167.000,92,5.043,Disponivel,10/09/2025,5.000,C15
Auto,ITAU,406.824,142.000,50,9.319,Disponivel,15/09/2025,1.300,C70
Auto,VOLKS,409.463,160.000,115,3.876,Disponivel,18/09/2025,4.000,C15
Auto,RODOBENS,415.000,185.000,89,5.023,Disponivel,10/10/2025,4.200,C30
Auto,PORTOBENS,417.000,170.000,91,4.967,Disponivel,10/09/2025,4.140,C02
Auto,CAIXA,430.300,184.000,78,4.912,Disponivel,10/09/2025,4.163,C127
Auto,SICREDI,533.000,270.000,63,6.018,Disponivel,Consultar,Consultar,C127
Auto,ITAU,564.675,192.000,50,12.934,Disponivel,15/09/2025,1.950,C70
Auto,CAIXA,637.000,300.000,60,10.522,Disponivel,15/09/2025,6.500,C30
Auto,CAIXA,703.000,358.000,79,7.279,Disponivel,15/09/2025,Consultar,C07
Auto,HS,704.150,305.850,135,5.906,Disponivel,Consultar,7.000,C23
Auto,CAIXA,726.000,307.000,59,11.712,Disponivel,15/09/2025,11.000,C30
Auto,PORTOBENS,743.300,306.000,91,88 x 8.848 + 03 x 4.968,Disponivel,10/09/2025,7.400,C02
Imovel,PORTO,49.000,24.500,186,17 x 343 + 169 x 289,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,49.000,26.500,236,20 x 231 + 216 x 216,Disponivel,15/09/2025,Consultar,C07
Imovel,CAIXA,54.000,32.400,162,376,Disponivel,10/09/2025,Consultar,C07
Imovel,MYCON,56.886,28.500,174,318,Disponivel,08/09/2025,284,C209
Imovel,CAIXA,57.400,33.400,160,382,Disponivel,10/09/2025,Consultar,C07
Imovel,SERVOPA,57.500,22.700,143,479,Disponivel,Consultar,889,C23
Imovel,CAIXA,57.800,35.900,158,382,Disponivel,10/09/2025,Consultar,C07
Imovel,HS,62.800,26.800,149,540,Disponivel,Consultar,889,C23
Imovel,MYCON,64.376,32.000,167,457,Disponivel,08/09/2025,400,C209
Imovel,HS,64.700,26.750,114,663,Disponivel,Consultar,885,C23
Imovel,HS,65.450,27.400,148,509,Disponivel,Consultar,882,C23
Imovel,HS,66.100,27.950,130,601,Disponivel,Consultar,998,C23
Imovel,HS,67.400,28.000,132,593,Disponivel,Consultar,928,C23
Imovel,PORTO,70.200,36.000,188,392,Disponivel,15/09/2025,Consultar,C72
Imovel,RODOBENS,70.300,31.000,193,452,Disponivel,Consultar,Consultar,C21
Imovel,PORTO,70.590,40.400,238,10 x 470 + 228 x 303,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,70.900,39.000,188,400,Disponivel,15/08/2025,1.000,C70
Imovel,HS,71.050,30.400,169,546,Disponivel,Consultar,1.000,C23
Imovel,PORTO,71.300,40.000,190,405,Disponivel,15/09/2025,Consultar,C07
Imovel,SERVOPA,72.650,29.000,143,597,Disponivel,Consultar,1.017,C23
Imovel,HS,73.100,30.800,169,548,Disponivel,Consultar,1.000,C23
Imovel,PORTO,73.500,37.000,188,400,Disponivel,15/08/2025,1.000,C70
Imovel,PORTO,73.500,41.000,190,471,Disponivel,15/09/2025,Consultar,C07
Imovel,HS,73.644,32.900,122,637,Disponivel,10/09/2025,1.000,C155
Imovel,HS,74.500,31.200,126,783,Disponivel,Consultar,1.116,C23
Imovel,HS,75.250,31.500,158,585,Disponivel,Consultar,1.065,C23
Imovel,ITAU,75.500,38.000,135,479,Disponivel,15/09/2025,Consultar,C07
Imovel,HS,76.050,31.750,165,588,Disponivel,Consultar,1.072,C23
Imovel,HS,76.200,31.950,164,583,Disponivel,Consultar,1.072,C23
Imovel,HS,77.650,32.150,156,657,Disponivel,Consultar,1.052,C23
Imovel,HS,77.950,31.600,156,673,Disponivel,Consultar,1.052,C23
Imovel,HS,78.100,32.000,111,699,Disponivel,Consultar,1.116,C23
Imovel,HS,78.150,32.000,144,716,Disponivel,Consultar,1.086,C23
Imovel,HS,78.150,32.550,161,609,Disponivel,Consultar,1.075,C23
Imovel,YAMAHA,78.200,32.900,159,536,Disponivel,15/09/2025,Consultar,C07
Imovel,HS,78.600,32.000,162,599,Disponivel,Consultar,1.075,C23
Imovel,HS,78.800,33.150,159,604,Disponivel,Consultar,1.063,C23
Imovel,HS,79.350,31.950,149,680,Disponivel,Consultar,1.107,C23
Imovel,HS,81.050,33.700,151,669,Disponivel,Consultar,1.116,C23
Imovel,MYCON,82.806,40.500,165,573,Disponivel,08/09/2025,591,C209
Imovel,MYCON,82.806,42.200,165,573,Disponivel,08/09/2025,528,C209
Imovel,HS,83.750,34.850,131,776,Disponivel,Consultar,1.247,C23
Imovel,SANTANDER,85.851,38.000,121,746,Disponivel,10/09/2025,1.000,C09
Imovel,MYCON,87.728,43.500,158,609,Disponivel,08/09/2025,614,C209
Imovel,MAGALU,87.900,33.000,207,524,Disponivel,Consultar,1.405,C23
Imovel,PORTO,88.000,46.000,152,575,Disponivel,15/08/2025,1.000,C70
Imovel,HS,88.950,37.500,121,772,Disponivel,Consultar,1.260,C23
Imovel,HS,90.400,39.450,140,702,Disponivel,Consultar,903,C23
Imovel,HS,90.750,38.250,61,1.243,Disponivel,Consultar,1.269,C23
Imovel,HS,91.400,38.150,127,860,Disponivel,Consultar,1.275,C23
Imovel,HS,92.100,38.350,121,844,Disponivel,Consultar,1.251,C23
Imovel,PORTO,93.488,37.500,67,1.700,Disponivel,15/09/2025,1.200,C155
Imovel,HS,94.050,38.850,129,910,Disponivel,Consultar,1.287,C23
Imovel,MYCON,94.262,58.000,164,361,Disponivel,08/09/2025,667,C209
Imovel,EMBRACON,96.000,34.000,191,632,Disponivel,22/09/2025,Consultar,C07
Imovel,HS,96.700,37.900,69,1.260,Disponivel,Consultar,1.379,C23
Imovel,CNP,97.400,41.500,132,685,Disponivel,10/09/2025,Consultar,C07
Imovel,RODOBENS,98.000,42.000,79,56 x 1.339 + 23 x 999,Disponivel,10/12/2025,Consultar,C93
Imovel,HS,99.500,54.000,97,760,Disponivel,Consultar,1.421,C23
Imovel,HS,100.250,43.950,123,857,Disponivel,Consultar,1.372,C23
Imovel,PORTO,101.000,50.000,164,713,Disponivel,15/09/2025,Consultar,C09
Imovel,MYCON,101.391,49.800,159,714,Disponivel,08/09/2025,500,C209
Imovel,HS,102.040,42.500,127,844,Disponivel,10/09/2025,Consultar,C07
Imovel,SICOOB,102.500,44.000,54,1.605,Disponivel,05/09/2025,Consultar,C07
Imovel,BRADESCO,102.800,47.000,159,666,Disponivel,10/09/2025,Consultar,C72
Imovel,PORTO,103.080,44.000,68,1.212,Disponivel,15/09/2025,Consultar,C09
Imovel,CNP,103.600,51.000,107,12 x 1.133 + 95 x 1.037,Disponivel,10/09/2025,Consultar,C07
Imovel,BBRASIL,103.739,50.056,61,1.578,Disponivel,10/09/2025,1.072,C155
Imovel,SICOOB,104.000,40.500,46,2.023,Disponivel,05/09/2025,Consultar,C07
Imovel,PORTO,104.000,44.000,184,709,Reservada,15/09/2025,Consultar,C72
Imovel,PORTO,104.000,50.000,67,1.211,Disponivel,15/09/2025,Consultar,C07
Imovel,RODOBENS,104.000,56.600,61,43 x 1.765 + 18 x 1.340,Disponivel,10/09/2025,1.400,C28
Imovel,BRADESCO,104.140,51.900,134,659,Disponivel,10/09/2025,1.000,C155
Imovel,SICOOB,105.000,46.000,46,1.926,Disponivel,05/09/2025,Consultar,C07
Imovel,PORTO,105.000,50.000,184,709,Disponivel,15/09/2025,1.050,C10
Imovel,SANTANDER,105.000,52.000,217,574,Disponivel,10/09/2025,1.000,C09
Imovel,MYCON,105.384,51.700,202,619,Disponivel,08/09/2025,751,C209
Imovel,MYCON,105.659,54.500,154,775,Disponível,20/09/2025,Consultar,C156
Imovel,CNP,105.685,42.000,123,1.068,Disponivel,11/09/2025,2.100,C155
Imovel,CNP,105.685,42.000,124,1.060,Disponivel,10/09/2025,2.100,C155
Imovel,MYCON,106.562,52.500,228,494,Disponivel,15/09/2025,527,C209
Imovel,PORTO,107.000,47.500,176,693,Disponivel,15/09/2025,Consultar,C07
Imovel,SANTANDER,107.600,48.000,174,518,Disponivel,Consultar,Consultar,C21
Imovel,RODOBENS,108.218,53.000,162,798,Disponivel,Consultar,Consultar,C35
Imovel,CAIXA,109.000,50.000,169,688,Disponivel,10/09/2025,1.087,C127
Imovel,MYCON,109.505,53.000,161,735,Disponivel,10/09/2025,547,C209
Imovel,HS,109.900,46.450,166,889,Disponivel,Consultar,1.611,C23
Imovel,RODOBENS,110.000,37.000,73,08 x 1.074 + 48 x 1.752 + 17 x 1.487,Disponivel,10/12/2025,Consultar,C93
Imovel,BRADESCO,110.500,50.000,148,763,Disponivel,10/09/2025,Consultar,C72
Imovel,SANTANDER,111.000,54.000,123,806,Disponivel,10/09/2025,1.000,C09
Imovel,SANTANDER,111.110,54.000,209,579,Disponivel,10/09/2025,1.000,C09
Imovel,CAIXA,111.135,50.300,162,639,Disponivel,11/09/2025,675,C155
Imovel,SANTANDER,111.350,52.000,211,573,Disponivel,10/09/2025,1.000,C09
Imovel,BRADESCO,112.500,51.000,148,763,Disponivel,10/09/2025,Consultar,C72
Imovel,PORTO,112.900,47.000,72,03 x 2.167 + 69 x 1.795,Disponivel,15/09/2025,Consultar,C127
Imovel,RACON,113.200,43.000,36,3.587,Disponivel,10/09/2025,800,C155
Imovel,RODOBENS,114.100,51.000,181,895,Disponivel,15/09/2025,Consultar,C09
Imovel,PORTO,114.300,50.000,161,746,Disponivel,15/09/2025,Consultar,C127
Imovel,MAGALU,116.000,51.500,163,759,Disponível,20/09/2025,1.100,C156
Imovel,CAIXA,116.700,50.000,161,697,Disponivel,10/09/2025,1.500,C127
Imovel,HS,117.900,49.000,145,1.009,Disponivel,Consultar,1.637,C23
Imovel,PORTO,118.000,53.000,154,2 x 377 + 152 x 795,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,118.000,60.000,176,682,Disponivel,15/09/2025,Consultar,C10
Imovel,EMBRACON,118.650,78.850,50,969,Disponivel,Consultar,3.096,C23
Imovel,YAMAHA,119.000,51.500,191,769,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,119.000,67.000,80,1.096,Disponivel,15/09/2025,1.140,C10
Imovel,PORTO,119.450,68.000,152,06 x 788 + 146 x 726,Disponivel,15/9/2025,1.664,C127
Imovel,HS,120.650,50.100,132,1.022,Disponivel,Consultar,1.174,C23
Imovel,PORTO,120.800,64.000,106,933,Disponivel,15/09/2025,Consultar,C07
Imovel,RODOBENS,121.000,50.000,58,26 x 2.019 + 32 x 1.723,Disponivel,10/12/2025,Consultar,C93
Imovel,YAMAHA,121.000,64.000,127,826,Disponivel,16/09/2025,Consultar,C07
Imovel,RODOBENS,121.000,72.500,126,893,Disponivel,10/09/2025,1.685,C28
Imovel,MAGALU,121.400,61.000,184,748,Disponivel,20/09/2025,Consultar,C105
Imovel,SICOOB,121.500,47.000,46,2.335,Disponivel,05/09/2025,Consultar,C07
Imovel,PORTO,123.200,70.000,98,06 x 1.345 + 92 x 1.195,Disponivel,15/09/2025,1.763,C127
Imovel,ITAU,124.000,64.000,136,836,Disponivel,05/09/2025,Consultar,C07
Imovel,PORTO,124.620,75.000,99,8 x 1.345 + 91 x 1.052,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,125.800,60.000,140,880,Disponivel,15/09/2025,Consultar,C10
Imovel,PORTO,126.000,67.000,235,19 x 584 + 216 x 547,Disponivel,15/09/2025,Consultar,C07
Imovel,HS,126.090,61.700,110,901,Disponivel,10/09/2025,1.200,C155
Imovel,PORTO,126.600,67.500,95,1.078,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,127.050,57.000,129,1.154,Disponivel,15/09/2025,1.240,C127
Imovel,HS,127.850,53.200,132,1.064,Disponivel,Consultar,1.749,C23
Imovel,PORTO,129.000,65.000,149,871,Disponivel,15/09/2025,1.837,C10
Imovel,ITAU,129.391,59.990,55,2.393,Reservada,Consultar,650,C80
Imovel,BRADESCO,129.500,58.000,142,1.131,Disponivel,Consultar,Consultar,C21
Imovel,ITAU,131.000,50.000,49,2.793,Disponivel,20/09/2025,650,C155
Imovel,PORTO,132.500,63.000,104,1.251,Disponivel,15/09/2025,1.730,C10
Imovel,PORTO,133.000,57.000,172,911,Disponivel,15/09/2025,Consultar,C07
Imovel,ITAU,133.000,63.500,48,2.831,Disponivel,20/09/2025,650,C155
Imovel,RACON,134.000,47.000,73,2.154,Disponivel,10/09/2025,800,C155
Imovel,PORTO,134.200,85.500,92,1.187,Disponivel,15/09/2025,1.785,C127
Imovel,SICOOB,135.000,58.000,46,2.386,Disponivel,05/09/2025,Consultar,C07
Imovel,HS,135.950,56.200,125,1.252,Disponivel,Consultar,1.909,C23
Imovel,PORTO,136.893,53.500,63,2.647,Disponivel,15/09/2025,2.097,C127
Imovel,RODOBENS,137.500,68.000,76,1.375,Disponivel,Consultar,Consultar,C35
Imovel,PORTO,140.000,72.000,236,20 x 650 + 216 x 608,Disponivel,15/09/2025,Consultar,C07
Imovel,PORTO,140.000,78.000,188,746,Disponivel,15/09/2025,Consultar,C72
Imovel,HS,141.813,62.900,151,1.058,Disponivel,10/09/2025,1.350,C155
Imovel,PORTO,144.000,75.000,145,985,Disponivel,15/09/2025,1.200,C10
Imovel,PORTO,146.000,51.000,86,01 x 2.543 + 85 x 1.708,Disponivel,15/09/2025,Consultar,C127
Imovel,HS,146.000,60.600,117,1.262,Disponivel,Consultar,1.456,C23
Imovel,BRADESCO,146.000,67.000,162,1.131,Reservada,10/09/2025,Consultar,C72
Imovel,BRADESCO,147.000,71.000,160,1.048,Reservada,10/09/2025,Consultar,C72
Imovel,EMBRACON,148.337,59.990,171,1.375,Disponivel,20/09/2025,2.000,C155
Imovel,ITAU,152.886,79.990,44,3.403,Disponivel,Consultar,650,C80
Imovel,PORTO,154.000,81.000,150,935,Disponivel,15/09/2025,Consultar,C07
Imovel,EMBRACON,155.315,65.900,54,2.474,Disponivel,15/09/2025,1.520,C155
Imovel,MYCON,155.600,75.000,188,951,Disponivel,07/09/2025,1.097,C209
Imovel,PORTO,156.600,76.750,80,1.845,Disponivel,15/08/2025,1.920,C28
Imovel,CAIXA,157.300,60.000,158,1.162,Disponivel,10/09/2025,2.058,C127
Imovel,CNP,157.637,56.900,99,2.041,Disponivel,11/09/2025,2.080,C155
Imovel,CNP,158.700,68.000,124,1.529,Disponivel,10/09/2025,Consultar,C07
